User ID,Subscription Type,Join Date,Last Payment Date,Country,Age,Device,NumericalDate,Label
641,Premium,21-11-22,29-06-23,United States,33,Tablet,180,least_interested
642,Basic,19-11-22,01-07-23,Canada,27,Laptop,182,moderate_interested
643,Standard,28-10-22,27-06-23,United Kingdom,50,Smartphone,178,least_interested
644,Standard,27-10-22,29-06-23,Australia,47,Laptop,180,least_interested
645,Basic,27-10-22,29-06-23,Germany,41,Laptop,180,least_interested
646,Premium,27-10-22,30-06-23,France,49,Laptop,181,moderate_interested
647,Basic,25-10-22,28-06-23,Brazil,32,Smart TV,179,least_interested
648,Standard,17-10-22,28-06-23,Mexico,38,Smartphone,179,least_interested
649,Premium,20-08-22,29-06-23,Spain,38,Smartphone,180,least_interested
650,Basic,16-08-22,29-06-23,Italy,28,Smart TV,180,least_interested
651,Premium,15-08-22,29-06-23,Spain,31,Tablet,180,least_interested
652,Basic,15-08-22,29-06-23,Spain,39,Smartphone,180,least_interested
653,Standard,29-07-22,29-06-23,United States,28,Smartphone,180,least_interested
654,Standard,17-07-22,28-06-23,Canada,30,Smartphone,179,least_interested
655,Basic,26-07-22,29-06-23,United States,42,Tablet,180,least_interested
656,Premium,31-07-22,29-06-23,United States,33,Laptop,180,least_interested
657,Basic,03-08-22,29-06-23,Canada,34,Smart TV,180,least_interested
658,Standard,04-08-22,29-06-23,United Kingdom,49,Smart TV,180,least_interested
659,Premium,03-08-22,29-06-23,Australia,41,Laptop,180,least_interested
660,Basic,27-06-22,29-06-23,Germany,28,Smart TV,180,least_interested
661,Premium,27-06-22,28-06-23,France,49,Laptop,179,least_interested
662,Basic,15-06-22,29-06-23,Brazil,49,Tablet,180,least_interested
663,Standard,13-06-22,29-06-23,Mexico,36,Tablet,180,least_interested
664,Standard,12-06-22,30-06-23,Spain,31,Smart TV,181,moderate_interested
665,Basic,18-06-22,28-06-23,Italy,38,Smartphone,179,least_interested
666,Premium,26-06-22,29-06-23,Spain,34,Tablet,180,least_interested
667,Basic,30-06-22,30-06-23,Spain,51,Smartphone,181,moderate_interested
668,Standard,03-07-22,30-06-23,United States,49,Smart TV,181,moderate_interested
669,Premium,19-06-22,28-06-23,Canada,27,Tablet,179,least_interested
670,Basic,08-06-22,29-06-23,United States,38,Smart TV,180,least_interested
671,Basic,08-06-22,30-06-23,United States,51,Tablet,181,moderate_interested
672,Basic,09-06-22,30-06-23,Canada,47,Tablet,181,moderate_interested
673,Standard,09-06-22,27-06-23,United Kingdom,37,Smartphone,178,least_interested
674,Premium,10-06-22,28-06-23,Australia,37,Laptop,179,least_interested
675,Basic,11-06-22,29-06-23,Germany,39,Tablet,180,least_interested
676,Basic,13-06-22,29-06-23,France,31,Smartphone,180,least_interested
677,Premium,17-06-22,28-06-23,Brazil,36,Smart TV,179,least_interested
678,Standard,27-06-22,28-06-23,Mexico,42,Smart TV,179,least_interested
679,Standard,05-07-22,29-06-23,Spain,49,Laptop,180,least_interested
680,Basic,07-07-22,29-06-23,Italy,44,Laptop,180,least_interested
681,Premium,16-07-22,28-06-23,Spain,33,Laptop,179,least_interested
682,Standard,23-07-22,27-06-23,Spain,42,Tablet,178,least_interested
683,Basic,03-08-22,29-06-23,United States,39,Smartphone,180,least_interested
684,Standard,11-08-22,29-06-23,Canada,49,Smartphone,180,least_interested
685,Premium,15-08-22,30-06-23,United States,31,Smartphone,181,moderate_interested
686,Basic,18-08-22,28-06-23,United States,37,Tablet,179,least_interested
687,Premium,26-08-22,29-06-23,Canada,30,Tablet,180,least_interested
688,Standard,03-09-22,28-06-23,United Kingdom,42,Smartphone,179,least_interested
689,Basic,04-09-22,29-06-23,Australia,37,Smart TV,180,least_interested
690,Standard,05-09-22,30-06-23,Germany,36,Laptop,181,moderate_interested
691,Premium,01-09-22,29-06-23,France,28,Laptop,180,least_interested
692,Basic,31-08-22,30-06-23,Brazil,36,Tablet,181,moderate_interested
693,Standard,01-09-22,29-06-23,Mexico,31,Tablet,180,least_interested
694,Premium,17-09-22,01-07-23,Spain,46,Smart TV,182,moderate_interested
695,Basic,21-09-22,28-06-23,Italy,28,Laptop,179,least_interested
696,Premium,29-09-22,01-07-23,Spain,31,Tablet,182,moderate_interested
697,Basic,06-10-22,29-06-23,Spain,43,Smart TV,180,least_interested
698,Standard,12-10-22,02-07-23,United States,28,Laptop,183,moderate_interested
699,Standard,07-10-22,30-06-23,Canada,32,Smartphone,181,moderate_interested
700,Basic,04-10-22,30-06-23,United States,31,Laptop,181,moderate_interested
701,Premium,24-09-22,28-06-23,United States,45,Smart TV,179,least_interested
702,Basic,25-09-22,01-07-23,Canada,36,Smartphone,182,moderate_interested
703,Standard,27-09-22,30-06-23,United Kingdom,35,Laptop,181,moderate_interested
704,Premium,30-09-22,01-07-23,Australia,27,Tablet,182,moderate_interested
705,Basic,04-10-22,28-06-23,Germany,32,Laptop,179,least_interested
706,Premium,24-10-22,01-07-23,France,46,Smartphone,182,moderate_interested
707,Basic,28-10-22,30-06-23,Brazil,36,Smart TV,181,moderate_interested
708,Standard,02-11-22,01-07-23,Mexico,39,Laptop,182,moderate_interested
709,Standard,07-11-22,28-06-23,Spain,48,Smart TV,179,least_interested
710,Basic,10-11-22,30-06-23,Italy,48,Smart TV,181,moderate_interested
711,Premium,15-11-22,29-06-23,Spain,27,Laptop,180,least_interested
712,Basic,08-11-22,01-07-23,Spain,45,Tablet,182,moderate_interested
713,Standard,01-11-22,27-06-23,United States,30,Laptop,178,least_interested
714,Premium,30-10-22,29-06-23,Canada,29,Tablet,180,least_interested
715,Basic,28-10-22,29-06-23,United States,43,Laptop,180,least_interested
716,Premium,26-10-22,30-06-23,United States,43,Laptop,181,moderate_interested
717,Basic,18-10-22,29-06-23,Canada,39,Tablet,180,least_interested
718,Standard,30-09-22,30-06-23,United Kingdom,27,Tablet,181,moderate_interested
719,Standard,03-09-22,29-06-23,Australia,33,Tablet,180,least_interested
720,Basic,23-08-22,29-06-23,Germany,32,Tablet,180,least_interested
721,Premium,16-08-22,29-06-23,France,37,Tablet,180,least_interested
722,Basic,11-08-22,30-06-23,Brazil,45,Smartphone,181,moderate_interested
723,Standard,01-08-22,30-06-23,Mexico,40,Smartphone,181,moderate_interested
724,Premium,01-08-22,29-06-23,Spain,44,Laptop,180,least_interested
725,Basic,01-08-22,29-06-23,Italy,29,Tablet,180,least_interested
726,Premium,02-08-22,30-06-23,Spain,50,Laptop,181,moderate_interested
727,Basic,04-08-22,29-06-23,Spain,32,Laptop,180,least_interested
728,Standard,04-08-22,29-06-23,United States,39,Laptop,180,least_interested
729,Standard,07-07-22,30-06-23,Canada,43,Smartphone,181,moderate_interested
730,Basic,27-06-22,30-06-23,United States,49,Smartphone,181,moderate_interested
731,Premium,19-06-22,29-06-23,United States,30,Tablet,180,least_interested
732,Basic,19-06-22,29-06-23,Canada,47,Tablet,180,least_interested
733,Standard,18-06-22,29-06-23,United Kingdom,51,Laptop,180,least_interested
734,Premium,19-06-22,30-06-23,Australia,40,Tablet,181,moderate_interested
735,Basic,24-06-22,28-06-23,Germany,40,Laptop,179,least_interested
736,Premium,30-06-22,30-06-23,France,49,Smartphone,181,moderate_interested
737,Basic,02-07-22,30-06-23,Brazil,43,Tablet,181,moderate_interested
738,Standard,26-06-22,01-07-23,Mexico,44,Smartphone,182,moderate_interested
739,Standard,21-06-22,28-06-23,Spain,27,Smartphone,179,least_interested
740,Basic,16-06-22,29-06-23,Italy,30,Tablet,180,least_interested
741,Premium,09-06-22,30-06-23,Spain,47,Smart TV,181,moderate_interested
742,Basic,10-06-22,30-06-23,Spain,51,Smartphone,181,moderate_interested
743,Standard,10-06-22,28-06-23,United States,31,Laptop,179,least_interested
744,Premium,11-06-22,29-06-23,Canada,34,Tablet,180,least_interested
745,Basic,12-06-22,30-06-23,United States,28,Laptop,181,moderate_interested
746,Basic,15-06-22,30-06-23,United States,32,Smartphone,181,moderate_interested
747,Basic,25-06-22,29-06-23,Canada,41,Smart TV,180,least_interested
748,Standard,30-06-22,28-06-23,United Kingdom,40,Smart TV,179,least_interested
749,Premium,06-07-22,30-06-23,Australia,46,Smart TV,181,moderate_interested
750,Basic,09-07-22,29-06-23,Germany,47,Smart TV,180,least_interested
751,Basic,18-07-22,29-06-23,France,45,Laptop,180,least_interested
752,Premium,24-07-22,28-06-23,Brazil,28,Smartphone,179,least_interested
753,Standard,27-07-22,30-06-23,Mexico,43,Smartphone,181,moderate_interested
754,Standard,10-08-22,29-06-23,Spain,41,Laptop,180,least_interested
755,Basic,16-08-22,30-06-23,Italy,32,Tablet,181,moderate_interested
756,Premium,23-08-22,29-06-23,Spain,44,Smartphone,180,least_interested
757,Standard,03-09-22,30-06-23,Spain,32,Laptop,181,moderate_interested
758,Basic,04-09-22,29-06-23,United States,47,Laptop,180,least_interested
759,Standard,05-09-22,29-06-23,Canada,37,Smart TV,180,least_interested
760,Premium,04-09-22,01-07-23,United States,40,Smartphone,182,moderate_interested
761,Basic,31-08-22,29-06-23,United States,48,Smart TV,180,least_interested
762,Premium,01-09-22,02-07-23,Canada,48,Laptop,183,moderate_interested
763,Standard,15-09-22,29-06-23,United Kingdom,35,Laptop,180,least_interested
764,Basic,18-09-22,03-07-23,Australia,28,Smart TV,184,moderate_interested
765,Standard,28-09-22,29-06-23,Germany,35,Smart TV,180,least_interested
766,Premium,30-09-22,01-07-23,France,43,Smartphone,182,moderate_interested
767,Basic,07-10-22,29-06-23,Brazil,39,Laptop,180,least_interested
768,Standard,08-10-22,02-07-23,Mexico,38,Laptop,183,moderate_interested
769,Premium,08-10-22,30-06-23,Spain,36,Smart TV,181,moderate_interested
770,Basic,03-10-22,01-07-23,Italy,42,Laptop,182,moderate_interested
771,Premium,04-10-22,28-06-23,Spain,27,Tablet,179,least_interested
772,Basic,02-10-22,01-07-23,Spain,48,Laptop,182,moderate_interested
773,Standard,01-10-22,30-06-23,United States,27,Smart TV,181,moderate_interested
774,Standard,03-10-22,02-07-23,Canada,49,Smartphone,183,moderate_interested
775,Basic,20-10-22,28-06-23,United States,29,Tablet,179,least_interested
776,Premium,21-10-22,01-07-23,United States,44,Laptop,182,moderate_interested
777,Basic,28-10-22,30-06-23,Canada,31,Smartphone,181,moderate_interested
778,Standard,03-11-22,01-07-23,United Kingdom,33,Tablet,182,moderate_interested
779,Premium,07-11-22,28-06-23,Australia,36,Smart TV,179,least_interested
780,Basic,12-11-22,30-06-23,Germany,43,Laptop,181,moderate_interested
781,Premium,13-11-22,29-06-23,France,30,Smartphone,180,least_interested
782,Basic,02-11-22,01-07-23,Brazil,44,Laptop,182,moderate_interested
783,Standard,01-11-22,29-06-23,Mexico,37,Laptop,180,least_interested
784,Standard,31-10-22,30-06-23,Spain,27,Laptop,181,moderate_interested
785,Basic,28-10-22,29-06-23,Italy,35,Laptop,180,least_interested
786,Premium,24-10-22,30-06-23,Spain,32,Smart TV,181,moderate_interested
787,Basic,03-10-22,29-06-23,Spain,49,Laptop,180,least_interested
788,Standard,13-09-22,30-06-23,United States,45,Tablet,181,moderate_interested
789,Premium,02-09-22,30-06-23,Canada,33,Smartphone,181,moderate_interested
790,Basic,30-08-22,30-06-23,United States,37,Smartphone,181,moderate_interested
791,Premium,25-08-22,30-06-23,United States,29,Smartphone,181,moderate_interested
792,Basic,11-08-22,30-06-23,Canada,45,Smart TV,181,moderate_interested
793,Standard,05-08-22,30-06-23,United Kingdom,42,Smartphone,181,moderate_interested
794,Standard,02-08-22,30-06-23,Australia,32,Smart TV,181,moderate_interested
795,Basic,03-08-22,01-07-23,Germany,47,Smartphone,182,moderate_interested
796,Premium,04-08-22,01-07-23,France,27,Smart TV,182,moderate_interested
797,Basic,05-08-22,30-06-23,Brazil,35,Tablet,181,moderate_interested
798,Standard,12-07-22,30-06-23,Mexico,35,Laptop,181,moderate_interested
799,Premium,02-07-22,30-06-23,Spain,48,Tablet,181,moderate_interested
800,Basic,26-06-22,30-06-23,Italy,36,Smartphone,181,moderate_interested
801,Premium,22-06-22,29-06-23,Spain,46,Smartphone,180,least_interested
802,Basic,22-06-22,30-06-23,Spain,33,Smartphone,181,moderate_interested
803,Standard,19-06-22,01-07-23,United States,43,Smart TV,182,moderate_interested
804,Standard,22-06-22,02-07-23,Canada,47,Smartphone,183,moderate_interested
805,Basic,27-06-22,28-06-23,United States,39,Laptop,179,least_interested
806,Premium,01-07-22,30-06-23,United States,30,Laptop,181,moderate_interested
807,Basic,28-06-22,30-06-23,Canada,46,Tablet,181,moderate_interested
808,Standard,25-06-22,01-07-23,United Kingdom,39,Smart TV,182,moderate_interested
809,Premium,22-06-22,28-06-23,Australia,28,Smartphone,179,least_interested
810,Basic,09-06-22,29-06-23,Germany,38,Smartphone,180,least_interested
811,Premium,10-06-22,30-06-23,France,36,Laptop,181,moderate_interested
812,Basic,11-06-22,01-07-23,Brazil,33,Laptop,182,moderate_interested
813,Standard,11-06-22,28-06-23,Mexico,50,Smartphone,179,least_interested
814,Standard,12-06-22,29-06-23,Spain,38,Smartphone,180,least_interested
815,Basic,13-06-22,30-06-23,Italy,29,Smartphone,181,moderate_interested
816,Premium,18-06-22,30-06-23,Spain,47,Smart TV,181,moderate_interested
817,Basic,29-06-22,30-06-23,Spain,31,Tablet,181,moderate_interested
818,Standard,30-06-22,28-06-23,United States,40,Tablet,179,least_interested
819,Premium,01-07-22,01-07-23,Canada,50,Laptop,182,moderate_interested
820,Basic,07-07-22,30-06-23,United States,43,Tablet,181,moderate_interested
821,Basic,13-07-22,29-06-23,United States,35,Laptop,180,least_interested
822,Basic,24-07-22,29-06-23,Canada,36,Laptop,180,least_interested
823,Standard,29-07-22,30-06-23,United Kingdom,30,Smartphone,181,moderate_interested
824,Premium,31-07-22,30-06-23,Australia,47,Smartphone,181,moderate_interested
825,Basic,09-08-22,30-06-23,Germany,30,Laptop,181,moderate_interested
826,Basic,18-08-22,01-07-23,France,37,Smart TV,182,moderate_interested
827,Premium,20-08-22,30-06-23,Brazil,34,Smartphone,181,moderate_interested
828,Standard,30-08-22,30-06-23,Mexico,33,Smart TV,181,moderate_interested
829,Standard,01-09-22,29-06-23,Spain,31,Tablet,180,least_interested
830,Basic,02-09-22,03-07-23,Italy,30,Smartphone,184,moderate_interested
831,Premium,02-09-22,29-06-23,Spain,35,Smartphone,180,least_interested
832,Standard,15-09-22,02-07-23,Spain,40,Tablet,183,moderate_interested
833,Basic,17-09-22,29-06-23,United States,29,Smartphone,180,least_interested
834,Standard,26-09-22,03-07-23,Canada,34,Smart TV,184,moderate_interested
835,Premium,27-09-22,29-06-23,United States,31,Laptop,180,least_interested
836,Basic,04-10-22,01-07-23,United States,28,Laptop,182,moderate_interested
837,Premium,06-10-22,29-06-23,Canada,46,Smart TV,180,least_interested
838,Standard,07-10-22,02-07-23,United Kingdom,38,Smartphone,183,moderate_interested
839,Basic,06-10-22,30-06-23,Australia,35,Laptop,181,moderate_interested
840,Standard,07-10-22,03-07-23,Germany,49,Smartphone,184,moderate_interested
841,Premium,06-10-22,29-06-23,France,42,Smartphone,180,least_interested
842,Basic,06-10-22,02-07-23,Brazil,37,Laptop,183,moderate_interested
843,Standard,04-10-22,01-07-23,Mexico,39,Smartphone,182,moderate_interested
844,Premium,14-10-22,02-07-23,Spain,47,Smart TV,183,moderate_interested
845,Basic,19-10-22,29-06-23,Italy,49,Smartphone,180,least_interested
846,Premium,21-10-22,01-07-23,Spain,35,Laptop,182,moderate_interested
847,Basic,28-10-22,30-06-23,Spain,36,Smart TV,181,moderate_interested
848,Standard,01-11-22,02-07-23,United States,40,Tablet,183,moderate_interested
849,Standard,12-11-22,29-06-23,Canada,30,Smart TV,180,least_interested
850,Basic,13-11-22,30-06-23,United States,51,Smart TV,181,moderate_interested
851,Premium,09-11-22,30-06-23,United States,47,Laptop,181,moderate_interested
852,Basic,08-11-22,01-07-23,Canada,47,Laptop,182,moderate_interested
853,Standard,06-11-22,30-06-23,United Kingdom,39,Tablet,181,moderate_interested
854,Premium,07-11-22,30-06-23,Australia,49,Smart TV,181,moderate_interested
855,Basic,02-11-22,01-07-23,Germany,33,Laptop,182,moderate_interested
856,Premium,06-10-22,30-06-23,France,32,Smart TV,181,moderate_interested
857,Basic,16-09-22,30-06-23,Brazil,40,Smartphone,181,moderate_interested
858,Standard,10-09-22,30-06-23,Mexico,40,Laptop,181,moderate_interested
859,Standard,04-09-22,30-06-23,Spain,51,Tablet,181,moderate_interested
860,Basic,26-08-22,01-07-23,Italy,50,Smart TV,182,moderate_interested
861,Premium,14-08-22,01-07-23,Spain,50,Smart TV,182,moderate_interested
862,Basic,12-08-22,01-07-23,Spain,47,Smartphone,182,moderate_interested
863,Standard,10-08-22,30-06-23,United States,35,Laptop,181,moderate_interested
864,Premium,10-08-22,01-07-23,Canada,31,Tablet,182,moderate_interested
865,Basic,04-08-22,01-07-23,United States,36,Smartphone,182,moderate_interested
866,Premium,05-08-22,01-07-23,United States,41,Smart TV,182,moderate_interested
867,Basic,17-07-22,30-06-23,Canada,49,Tablet,181,moderate_interested
868,Standard,16-07-22,01-07-23,United Kingdom,34,Tablet,182,moderate_interested
869,Standard,13-07-22,01-07-23,Australia,30,Tablet,182,moderate_interested
870,Basic,03-07-22,02-07-23,Germany,38,Laptop,183,moderate_interested
871,Premium,24-06-22,29-06-23,France,45,Tablet,180,least_interested
872,Basic,21-06-22,01-07-23,Brazil,42,Laptop,182,moderate_interested
873,Standard,22-06-22,01-07-23,Mexico,42,Smart TV,182,moderate_interested
874,Premium,23-06-22,02-07-23,Spain,31,Smart TV,183,moderate_interested
875,Basic,26-06-22,29-06-23,Italy,28,Smart TV,180,least_interested
876,Premium,27-06-22,30-06-23,Spain,44,Tablet,181,moderate_interested
877,Basic,28-06-22,01-07-23,Spain,30,Smart TV,182,moderate_interested
878,Standard,28-06-22,02-07-23,United States,33,Smartphone,183,moderate_interested
879,Standard,18-06-22,29-06-23,Canada,42,Tablet,180,least_interested
880,Basic,11-06-22,30-06-23,United States,31,Smart TV,181,moderate_interested
881,Premium,11-06-22,01-07-23,United States,31,Smartphone,182,moderate_interested
882,Basic,12-06-22,01-07-23,Canada,46,Smart TV,182,moderate_interested
883,Standard,13-06-22,29-06-23,United Kingdom,28,Tablet,180,least_interested
884,Premium,13-06-22,29-06-23,Australia,50,Tablet,180,least_interested
885,Basic,18-06-22,02-07-23,Germany,34,Tablet,183,moderate_interested
886,Premium,23-06-22,30-06-23,France,45,Smart TV,181,moderate_interested
887,Basic,26-06-22,30-06-23,Brazil,38,Laptop,181,moderate_interested
888,Standard,29-06-22,29-06-23,Mexico,42,Laptop,180,least_interested
889,Standard,02-07-22,01-07-23,Spain,45,Smartphone,182,moderate_interested
890,Basic,06-07-22,30-06-23,Italy,44,Smart TV,181,moderate_interested
891,Premium,18-07-22,30-06-23,Spain,50,Smart TV,181,moderate_interested
892,Basic,29-07-22,30-06-23,Spain,38,Tablet,181,moderate_interested
893,Standard,30-07-22,01-07-23,United States,42,Smart TV,182,moderate_interested
894,Premium,03-08-22,01-07-23,Canada,50,Smart TV,182,moderate_interested
895,Basic,15-08-22,30-06-23,United States,30,Smartphone,181,moderate_interested
896,Basic,20-08-22,01-07-23,United States,47,Smartphone,182,moderate_interested
897,Basic,21-08-22,30-06-23,Canada,32,Laptop,181,moderate_interested
898,Standard,30-08-22,02-07-23,United Kingdom,31,Tablet,183,moderate_interested
899,Premium,01-09-22,29-06-23,Australia,37,Laptop,180,least_interested
900,Basic,02-09-22,03-07-23,Germany,32,Smartphone,184,moderate_interested
901,Basic,04-09-22,30-06-23,France,29,Smartphone,181,moderate_interested
902,Premium,10-09-22,02-07-23,Brazil,28,Tablet,183,moderate_interested
903,Standard,25-09-22,29-06-23,Mexico,42,Laptop,180,least_interested
904,Standard,27-09-22,03-07-23,Spain,37,Tablet,184,moderate_interested
905,Basic,01-10-22,30-06-23,Italy,38,Laptop,181,moderate_interested
906,Premium,06-10-22,02-07-23,Spain,32,Smart TV,183,moderate_interested
907,Standard,07-10-22,30-06-23,Spain,48,Laptop,181,moderate_interested
908,Basic,08-10-22,03-07-23,United States,46,Smart TV,184,moderate_interested
909,Standard,08-10-22,01-07-23,Canada,30,Tablet,182,moderate_interested
910,Premium,08-10-22,03-07-23,United States,40,Smart TV,184,moderate_interested
911,Basic,08-10-22,29-06-23,United States,29,Smart TV,180,least_interested
912,Premium,08-10-22,02-07-23,Canada,41,Tablet,183,moderate_interested
913,Standard,10-10-22,01-07-23,United Kingdom,32,Laptop,182,moderate_interested
914,Basic,19-10-22,02-07-23,Australia,44,Smart TV,183,moderate_interested
915,Standard,20-10-22,29-06-23,Germany,41,Laptop,180,least_interested
916,Premium,26-10-22,01-07-23,France,50,Smartphone,182,moderate_interested
917,Basic,29-10-22,30-06-23,Brazil,33,Tablet,181,moderate_interested
918,Standard,31-10-22,02-07-23,Mexico,34,Smart TV,183,moderate_interested
919,Premium,11-11-22,29-06-23,Spain,40,Smartphone,180,least_interested
920,Basic,09-11-22,01-07-23,Italy,34,Tablet,182,moderate_interested
921,Premium,09-11-22,01-07-23,Spain,27,Smart TV,182,moderate_interested
922,Basic,07-11-22,01-07-23,Spain,34,Tablet,182,moderate_interested
923,Standard,08-11-22,30-06-23,United States,28,Tablet,181,moderate_interested
924,Standard,05-11-22,01-07-23,Canada,37,Smart TV,182,moderate_interested
925,Basic,25-10-22,01-07-23,United States,27,Laptop,182,moderate_interested
926,Premium,23-10-22,02-07-23,United States,33,Laptop,183,moderate_interested
927,Basic,20-10-22,02-07-23,Canada,42,Laptop,183,moderate_interested
928,Standard,14-10-22,01-07-23,United Kingdom,49,Smartphone,182,moderate_interested
929,Premium,29-08-22,30-06-23,Australia,44,Smart TV,181,moderate_interested
930,Basic,18-08-22,01-07-23,Germany,47,Laptop,182,moderate_interested
931,Premium,13-08-22,02-07-23,France,33,Laptop,183,moderate_interested
932,Basic,11-08-22,02-07-23,Brazil,37,Smart TV,183,moderate_interested
933,Standard,11-08-22,01-07-23,Mexico,35,Laptop,182,moderate_interested
934,Standard,06-08-22,01-07-23,Spain,34,Smartphone,182,moderate_interested
935,Basic,07-08-22,02-07-23,Italy,44,Smartphone,183,moderate_interested
936,Premium,18-07-22,02-07-23,Spain,29,Tablet,183,moderate_interested
937,Basic,17-07-22,30-06-23,Spain,38,Smartphone,181,moderate_interested
938,Standard,15-07-22,02-07-23,United States,46,Smart TV,183,moderate_interested
939,Premium,14-07-22,02-07-23,Canada,29,Tablet,183,moderate_interested
940,Basic,26-06-22,03-07-23,United States,48,Smart TV,184,moderate_interested
941,Premium,26-06-22,29-06-23,United States,36,Smart TV,180,least_interested
942,Basic,22-06-22,01-07-23,Canada,43,Laptop,182,moderate_interested
943,Standard,23-06-22,01-07-23,United Kingdom,42,Smart TV,182,moderate_interested
944,Standard,24-06-22,02-07-23,Australia,50,Tablet,183,moderate_interested
945,Basic,26-06-22,29-06-23,Germany,39,Laptop,180,least_interested
946,Premium,28-06-22,01-07-23,France,43,Laptop,182,moderate_interested
947,Basic,29-06-22,02-07-23,Brazil,50,Tablet,183,moderate_interested
948,Standard,26-06-22,02-07-23,Mexico,51,Laptop,183,moderate_interested
949,Premium,26-06-22,30-06-23,Spain,40,Tablet,181,moderate_interested
950,Basic,20-06-22,30-06-23,Italy,31,Tablet,181,moderate_interested
951,Premium,18-06-22,03-07-23,Spain,39,Smartphone,184,moderate_interested
952,Basic,16-06-22,01-07-23,Spain,49,Tablet,182,moderate_interested
953,Standard,16-06-22,30-06-23,United States,34,Laptop,181,moderate_interested
954,Standard,17-06-22,30-06-23,Canada,38,Smartphone,181,moderate_interested
955,Basic,20-06-22,02-07-23,United States,36,Laptop,183,moderate_interested
956,Premium,24-06-22,01-07-23,United States,42,Smart TV,182,moderate_interested
957,Basic,27-06-22,01-07-23,Canada,50,Tablet,182,moderate_interested
958,Standard,02-07-22,01-07-23,United Kingdom,42,Laptop,182,moderate_interested
959,Premium,04-07-22,02-07-23,Australia,35,Laptop,183,moderate_interested
960,Basic,15-07-22,30-06-23,Germany,46,Tablet,181,moderate_interested
961,Premium,23-07-22,01-07-23,France,48,Laptop,182,moderate_interested
962,Basic,29-07-22,01-07-23,Brazil,43,Laptop,182,moderate_interested
963,Standard,01-08-22,01-07-23,Mexico,51,Tablet,182,moderate_interested
964,Standard,12-08-22,03-07-23,Spain,45,Smart TV,184,moderate_interested
965,Basic,14-08-22,30-06-23,Italy,46,Laptop,181,moderate_interested
966,Premium,16-08-22,04-07-23,Spain,42,Laptop,185,moderate_interested
967,Basic,26-08-22,30-06-23,Spain,42,Smartphone,181,moderate_interested
968,Standard,31-08-22,03-07-23,United States,50,Tablet,184,moderate_interested
969,Premium,02-09-22,30-06-23,Canada,28,Smart TV,181,moderate_interested
970,Basic,03-09-22,03-07-23,United States,44,Tablet,184,moderate_interested
971,Basic,05-09-22,01-07-23,United States,36,Tablet,182,moderate_interested
972,Basic,10-09-22,02-07-23,Canada,37,Laptop,183,moderate_interested
973,Standard,17-09-22,01-07-23,United Kingdom,36,Smartphone,182,moderate_interested
974,Premium,28-09-22,03-07-23,Australia,31,Smartphone,184,moderate_interested
975,Basic,02-10-22,30-06-23,Germany,36,Smart TV,181,moderate_interested
976,Basic,05-10-22,03-07-23,France,39,Laptop,184,moderate_interested
977,Premium,07-10-22,30-06-23,Brazil,45,Laptop,181,moderate_interested
978,Standard,08-10-22,03-07-23,Mexico,29,Smart TV,184,moderate_interested
979,Standard,08-10-22,01-07-23,Spain,45,Smartphone,182,moderate_interested
980,Basic,09-10-22,03-07-23,Italy,29,Smart TV,184,moderate_interested
981,Premium,09-10-22,30-06-23,Spain,28,Smart TV,181,moderate_interested
982,Standard,10-10-22,02-07-23,Spain,42,Smart TV,183,moderate_interested
983,Basic,14-10-22,01-07-23,United States,36,Smartphone,182,moderate_interested
984,Standard,16-10-22,03-07-23,Canada,39,Smart TV,184,moderate_interested
985,Premium,21-10-22,29-06-23,United States,36,Smart TV,180,least_interested
986,Basic,25-10-22,01-07-23,United States,49,Laptop,182,moderate_interested
987,Premium,30-10-22,01-07-23,Canada,32,Tablet,182,moderate_interested
988,Standard,31-10-22,02-07-23,United Kingdom,40,Smartphone,183,moderate_interested
989,Basic,08-11-22,01-07-23,Australia,34,Smartphone,182,moderate_interested
990,Standard,09-11-22,01-07-23,Germany,35,Smartphone,182,moderate_interested
991,Premium,07-11-22,01-07-23,France,44,Smart TV,182,moderate_interested
992,Basic,08-11-22,03-07-23,Brazil,47,Smartphone,184,moderate_interested
993,Standard,08-11-22,03-07-23,Mexico,33,Laptop,184,moderate_interested
994,Premium,31-10-22,02-07-23,Spain,45,Tablet,183,moderate_interested
995,Basic,28-10-22,01-07-23,Italy,42,Tablet,182,moderate_interested
996,Premium,25-10-22,02-07-23,Spain,46,Tablet,183,moderate_interested
997,Basic,18-10-22,02-07-23,Spain,51,Tablet,183,moderate_interested
998,Standard,25-09-22,02-07-23,United States,41,Laptop,183,moderate_interested
999,Standard,26-08-22,01-07-23,Canada,50,Tablet,182,moderate_interested
1000,Basic,20-08-22,02-07-23,United States,49,Smartphone,183,moderate_interested
1001,Premium,12-08-22,03-07-23,United States,34,Laptop,184,moderate_interested
1002,Basic,12-08-22,03-07-23,Canada,38,Tablet,184,moderate_interested
1003,Standard,11-08-22,01-07-23,United Kingdom,46,Smart TV,182,moderate_interested
1004,Premium,11-08-22,02-07-23,Australia,42,Smart TV,183,moderate_interested
1005,Basic,10-08-22,02-07-23,Germany,46,Laptop,183,moderate_interested
1006,Premium,31-07-22,03-07-23,France,51,Smart TV,184,moderate_interested
1007,Basic,17-07-22,30-06-23,Brazil,35,Smart TV,181,moderate_interested
1008,Standard,15-07-22,02-07-23,Mexico,34,Smartphone,183,moderate_interested
